period,oversold,overbought,aggression_factor,low_buy,high_sell,buy_amount,pnl,runtime
50,35,63,0.4,15,85,11,23418.0,9.172287940979004
55,38,68,0.4,20,75,8,13041.0,9.09319019317627
60,35,64,0.1,15,75,10,26214.0,9.19539213180542
40,37,67,0.5,20,75,3,2466.0,9.152019262313843
50,28,73,0.1,10,75,2,-4138.0,9.519606113433838
60,25,71,0.2,15,75,9,4541.0,9.309080123901367
60,26,61,0.6000000000000001,10,90,16,13492.0,9.518574953079224
50,40,62,0.2,20,90,7,1291.0,9.636183977127075
45,28,74,0.6000000000000001,10,75,2,2159.0,9.650141954421997
60,34,74,0.1,10,75,18,119.0,9.465839862823486
30,26,66,0.6000000000000001,10,80,3,21094.0,9.452030181884766
65,27,66,0.4,10,85,6,12319.0,9.57768201828003
45,40,68,0.6000000000000001,15,75,5,-943.0,9.580530881881714
45,33,73,0.5,20,85,7,4398.0,9.341801881790161
45,38,75,0.2,10,75,7,-3507.0,9.279792070388794
55,29,70,0.30000000000000004,20,90,6,-2957.0,9.152253150939941
65,31,65,0.30000000000000004,15,75,8,16118.0,9.35910677909851
50,37,73,0.1,20,85,9,-1757.0,9.15344500541687
35,30,73,0.2,20,75,4,8404.0,9.350453853607178
50,29,73,0.5,15,85,16,-2616.0,9.402204036712646
65,37,74,0.30000000000000004,20,80,2,-2519.0,9.258919954299927
30,27,61,0.5,10,80,14,11538.0,9.282130002975464
40,32,66,0.6000000000000001,10,75,14,20744.0,9.204507827758789
70,27,65,0.30000000000000004,15,80,10,12516.0,9.326500177383423
55,26,70,0.5,15,90,18,8642.0,9.09144401550293
55,35,69,0.2,20,85,16,15954.0,9.224200248718262
70,32,75,0.2,10,80,13,-2077.0,9.219998359680176
55,39,63,0.2,10,90,6,17761.0,9.150195360183716
50,29,75,0.5,15,80,17,-1273.0,9.26115608215332
70,40,69,0.4,15,75,19,877.0,9.192359924316406
70,38,62,0.30000000000000004,10,90,14,32079.0,9.390603065490723
35,32,71,0.6000000000000001,20,80,18,12212.0,9.221311092376709
30,29,64,0.6000000000000001,10,80,18,12354.0,9.270254135131836
35,32,74,0.2,10,80,12,3873.0,9.144574880599976
35,38,75,0.4,10,80,3,-6778.0,9.104377746582031
40,26,61,0.30000000000000004,10,80,2,18458.0,9.287477016448975
55,27,62,0.2,20,90,9,14316.0,9.36161208152771
60,40,74,0.30000000000000004,20,85,4,-3408.0,9.261526107788086
50,25,60,0.1,15,90,2,12966.0,9.522085905075073
30,36,67,0.4,10,75,18,-9306.0,9.498424053192139
30,29,61,0.5,15,75,3,5735.0,9.603583812713623
30,34,60,0.1,20,75,18,-12614.0,9.797875881195068
45,40,62,0.4,15,80,4,-10978.0,9.819101810455322
35,34,64,0.30000000000000004,15,90,4,6050.0,9.752737998962402
45,33,67,0.6000000000000001,10,90,13,8913.0,9.56837511062622
70,27,72,0.5,10,80,9,6472.0,9.459951162338257
30,40,65,0.6000000000000001,20,80,17,-27407.0,9.801109075546265
35,39,63,0.6000000000000001,20,75,14,-14381.0,9.607335090637207
35,37,61,0.6000000000000001,15,90,19,-9072.0,9.435445070266724
35,36,73,0.2,10,90,9,2746.0,9.288606882095337
45,32,73,0.5,15,90,4,5533.0,9.26520323753357
40,27,60,0.2,15,90,10,20680.0,9.369709968566895
45,28,71,0.6000000000000001,15,75,13,7314.0,9.255467176437378
70,39,65,0.2,10,90,10,14924.0,9.319841146469116
60,29,74,0.6000000000000001,15,75,8,2696.0,9.154229879379272
60,32,73,0.6000000000000001,10,75,5,-4011.0,9.305363893508911
35,31,60,0.6000000000000001,10,80,8,10248.0,9.338759899139404
55,29,62,0.2,15,75,19,22928.0,9.32680892944336
50,38,63,0.4,10,75,15,10952.0,9.252661943435669
45,33,71,0.6000000000000001,15,90,9,5952.0,9.147332906723022
30,34,75,0.30000000000000004,10,85,15,-1252.0,9.21590805053711
30,31,71,0.30000000000000004,20,85,18,11535.0,9.317553043365479
30,29,68,0.30000000000000004,20,80,4,15994.0,9.380143880844116
65,31,65,0.4,15,80,17,16642.0,9.475028991699219
50,30,68,0.2,20,80,6,10922.0,9.237154960632324
50,32,70,0.5,10,75,3,9582.0,9.227045059204102
35,36,72,0.2,20,75,6,3438.0,9.239202976226807
55,28,75,0.5,15,85,3,-659.0,9.230465173721313
30,38,60,0.2,15,85,13,-38544.0,9.256631851196289
30,36,67,0.4,15,90,15,-9754.0,9.27640986442566
35,37,70,0.5,10,80,2,-2525.0,9.25431203842163
60,38,74,0.2,20,90,3,-2435.0,9.208377838134766
50,37,60,0.5,15,85,5,21864.0,9.196501016616821
50,33,69,0.30000000000000004,10,80,6,12508.0,9.196176290512085
70,31,60,0.4,10,85,17,18207.0,9.35317587852478
40,39,60,0.6000000000000001,20,85,16,-17309.0,9.262702941894531
50,25,75,0.1,10,75,7,8466.0,9.076038837432861
40,26,65,0.30000000000000004,15,85,4,19685.0,9.121301174163818
55,36,67,0.2,15,85,8,18346.0,9.14308786392212
35,38,68,0.5,20,85,4,-6250.0,9.1233491897583
55,28,63,0.5,10,80,12,17178.0,9.269597053527832
50,33,70,0.2,20,75,14,9292.0,9.36039113998413
65,31,60,0.2,15,85,11,22804.0,9.209768056869507
50,27,60,0.4,10,75,4,17894.0,9.168949127197266
60,31,65,0.5,20,75,19,11570.0,9.353813171386719
30,30,69,0.2,10,90,13,11478.0,9.278458833694458
45,25,71,0.6000000000000001,20,85,3,6306.0,9.268249988555908
30,27,70,0.1,10,80,15,14095.0,9.251054763793945
45,39,62,0.6000000000000001,10,80,12,-6708.0,9.348313093185425
45,40,62,0.4,20,85,7,-10520.0,9.302973985671997
60,31,70,0.6000000000000001,15,80,16,-753.0,9.267630100250244
40,36,74,0.6000000000000001,20,90,4,-2929.0,9.439332008361816
60,25,61,0.6000000000000001,15,80,16,10582.0,9.292349100112915
70,37,62,0.30000000000000004,20,85,18,24908.0,9.190141916275024
40,27,67,0.2,10,80,14,17491.0,9.005584001541138
35,32,68,0.30000000000000004,15,80,14,18043.0,9.19045114517212
45,28,65,0.6000000000000001,15,90,19,15754.0,9.274253129959106
60,31,67,0.2,20,75,14,8496.0,9.36598515510559
55,28,70,0.2,15,75,10,1835.0,9.200546026229858
60,29,75,0.5,20,75,14,-1295.0,9.12121295928955
40,35,70,0.30000000000000004,15,85,6,9960.0,9.396027326583862
30,26,61,0.5,20,85,9,14836.0,9.41477084159851
45,40,74,0.4,20,80,13,-3254.0,9.569117069244385
40,28,72,0.30000000000000004,20,90,16,-2388.0,9.382828950881958
50,37,68,0.30000000000000004,15,85,17,10916.0,9.376537799835205
35,37,68,0.4,20,80,7,-19.0,9.28529405593872
40,29,75,0.2,10,85,18,-2511.0,9.380589962005615
50,36,74,0.6000000000000001,15,85,19,-1616.0,9.389445066452026
30,32,71,0.5,10,85,16,8958.0,9.319002866744995
65,37,70,0.30000000000000004,10,90,6,1807.0,9.446247816085815
55,40,64,0.2,10,75,10,9009.0,9.121309041976929
35,34,69,0.5,10,90,7,14074.0,9.18393611907959
70,31,61,0.30000000000000004,20,80,17,19041.0,9.398444175720215
50,38,64,0.4,15,85,18,10482.0,9.163880109786987
65,33,66,0.2,15,80,12,12386.0,9.268810987472534
70,34,64,0.1,10,80,15,17332.0,9.278289079666138
40,37,70,0.5,20,85,8,4247.0,9.143365144729614
70,33,67,0.5,20,85,17,950.0,9.275007009506226
40,31,64,0.6000000000000001,15,90,13,17639.0,9.313143014907837
50,29,69,0.2,20,85,4,9352.0,9.287577152252197
60,25,74,0.30000000000000004,15,80,14,10502.0,9.250965118408203
35,34,69,0.4,20,80,18,13296.0,9.357792139053345
30,28,68,0.6000000000000001,20,80,15,15004.0,9.605691909790039
40,32,75,0.6000000000000001,20,80,8,-1269.0,9.638499021530151
30,29,66,0.5,20,90,14,15036.0,9.760164737701416
70,30,74,0.6000000000000001,15,85,8,-2074.0,9.560906887054443
35,37,64,0.4,10,80,10,-10180.0,10.058485984802246
55,27,74,0.4,15,90,8,1522.0,9.721328020095825
60,31,67,0.2,10,80,2,6381.0,9.84309697151184
35,31,74,0.2,20,80,4,3448.0,9.852119207382202
65,25,60,0.6000000000000001,20,75,15,10222.0,9.968310117721558
65,32,67,0.2,20,85,15,2897.0,9.844887018203735
50,27,61,0.4,10,75,15,17406.0,9.73157787322998
55,30,69,0.1,20,85,18,2330.0,9.944752216339111
60,36,68,0.5,20,75,19,11188.0,10.0039381980896
55,30,63,0.5,20,90,13,27532.0,9.90128469467163
45,31,74,0.2,15,80,8,2672.0,9.856178998947144
60,40,75,0.6000000000000001,15,90,12,-4454.0,9.912974119186401
40,32,69,0.30000000000000004,20,85,15,13896.0,10.086112022399902
50,39,67,0.5,15,75,4,6889.0,10.078566074371338
70,38,73,0.5,10,85,16,-5688.0,10.077030897140503
60,39,63,0.4,10,90,4,19752.0,10.008350849151611
70,38,71,0.6000000000000001,20,75,3,-4416.0,9.725765943527222
70,37,64,0.6000000000000001,20,80,14,14140.0,9.912200927734375
55,36,73,0.4,20,90,11,1080.0,9.711405038833618
35,39,68,0.30000000000000004,15,75,6,-8337.0,9.929003953933716
60,40,62,0.1,15,75,12,17865.0,10.121179819107056
45,27,66,0.5,15,90,18,13400.0,10.057657718658447
65,37,68,0.6000000000000001,15,90,18,5692.0,10.5569589138031
65,35,62,0.6000000000000001,15,85,4,29734.0,10.608747005462646
65,32,62,0.30000000000000004,20,75,2,21832.0,10.663479089736938
50,27,60,0.1,10,85,11,17694.0,10.621206998825073
65,26,70,0.30000000000000004,15,85,19,5539.0,10.433753967285156
60,40,63,0.4,15,85,16,18876.0,10.588510990142822
50,40,67,0.2,15,90,12,4155.0,10.647565126419067
40,40,62,0.5,10,90,3,-14648.0,10.076957941055298
70,25,75,0.2,20,90,6,603.0,9.816739797592163
35,26,66,0.30000000000000004,15,75,10,23474.0,9.606632947921753
40,25,72,0.5,20,85,4,658.0,9.353638887405396
40,26,75,0.30000000000000004,10,80,17,-8522.0,9.472765922546387
35,29,67,0.6000000000000001,20,85,15,22762.0,9.460831880569458
50,29,69,0.5,20,85,15,10184.0,9.52339506149292
35,26,62,0.30000000000000004,15,85,7,20221.0,9.548807859420776
65,40,67,0.30000000000000004,20,80,16,3532.0,9.54746699333191
60,27,70,0.30000000000000004,20,75,12,5896.0,9.472508192062378
70,31,65,0.6000000000000001,10,75,12,12783.0,9.622115135192871
35,39,63,0.1,15,75,10,-13536.0,9.327373027801514
35,39,61,0.5,15,85,11,-24125.0,9.106043815612793
60,40,63,0.6000000000000001,20,90,17,18913.0,9.085721015930176
70,38,61,0.2,10,80,19,30112.0,9.175498008728027
35,30,67,0.2,20,90,11,22612.0,9.041990280151367
65,39,74,0.1,15,90,15,-4666.0,9.041659116744995
55,39,60,0.5,15,75,3,22461.0,9.174335956573486
60,28,65,0.2,15,90,16,12225.0,9.076680898666382
40,33,65,0.4,10,75,19,16047.0,9.118507623672485
60,29,68,0.2,15,90,4,2684.0,8.89168095588684
60,37,63,0.5,10,85,9,30792.0,9.115003108978271
40,30,75,0.6000000000000001,20,80,3,-2630.0,9.132020950317383
35,27,74,0.30000000000000004,15,75,14,538.0,9.16421389579773
70,29,64,0.1,15,90,17,13577.0,9.087347030639648
60,36,72,0.5,15,75,2,285.0,9.208131074905396
55,37,61,0.2,10,85,11,30040.0,9.211813926696777
60,26,69,0.2,10,90,5,8370.0,9.329921960830688
30,25,66,0.1,10,85,11,17436.0,9.35508108139038
30,37,64,0.30000000000000004,15,75,2,-18476.0,9.221885919570923
50,31,68,0.4,15,75,15,10591.0,9.350494146347046
45,33,61,0.5,10,90,4,20749.0,9.263280153274536
60,32,71,0.2,20,75,16,-5528.0,9.244821071624756
60,34,67,0.4,20,90,4,18652.0,9.306542873382568
65,36,72,0.5,10,80,15,-123.0,9.316059827804565
30,32,67,0.1,10,75,10,6682.0,9.29944396018982
30,37,71,0.5,10,75,15,-4553.0,9.091044187545776
65,35,72,0.4,15,90,2,-493.0,9.130289793014526
65,40,67,0.6000000000000001,15,90,9,3504.0,9.13529920578003
65,35,67,0.4,20,85,9,9994.0,9.280965805053711
40,33,66,0.4,10,85,9,17309.0,9.00364375114441
30,31,71,0.4,20,90,17,11153.0,9.113583087921143
60,25,60,0.5,10,80,4,10868.0,9.1876540184021
50,26,66,0.5,15,75,8,7444.0,8.969017028808594
55,26,73,0.1,15,75,12,8238.0,8.944858312606812
60,33,71,0.30000000000000004,15,80,12,-534.0,9.297076940536499
60,39,62,0.6000000000000001,20,85,3,21469.0,9.313261032104492
55,29,64,0.4,20,80,19,24265.0,9.223966836929321
45,32,61,0.2,10,90,17,22495.0,9.240234136581421
45,25,60,0.5,15,90,7,15444.0,9.320432186126709
65,34,69,0.1,15,80,12,-2204.0,9.219666004180908
45,28,69,0.6000000000000001,20,80,9,9732.0,9.277675151824951
70,26,61,0.30000000000000004,10,90,8,14115.0,9.298335075378418
30,26,69,0.4,10,85,13,18234.0,9.374024868011475
30,37,68,0.5,15,80,10,-8996.0,9.06466293334961
60,40,61,0.4,15,85,12,15701.0,9.123574018478394
45,36,73,0.30000000000000004,20,75,4,1158.0,9.1375150680542
65,38,61,0.2,15,85,4,30980.0,8.994014978408813
45,40,70,0.4,20,85,17,1656.0,8.996280908584595
55,26,60,0.5,15,90,12,13843.0,8.931420087814331
65,35,68,0.4,20,85,6,6962.0,9.093638181686401
30,26,74,0.30000000000000004,15,75,6,11396.0,9.092477083206177
40,39,75,0.5,20,75,9,-5383.0,9.194950819015503
60,36,72,0.30000000000000004,20,90,10,651.0,9.326265096664429
35,27,60,0.30000000000000004,10,90,4,17634.0,9.32845401763916
35,31,73,0.5,15,75,14,15662.0,9.339027881622314
55,29,64,0.4,20,75,11,23018.0,9.38141393661499
65,26,61,0.5,20,90,2,11295.0,9.382179975509644
40,29,71,0.5,10,90,10,3334.0,9.188108205795288
30,34,71,0.2,20,85,3,5333.0,9.438637971878052
70,33,67,0.1,20,75,6,-1782.0,9.125577926635742
40,40,66,0.6000000000000001,20,75,2,-11065.0,9.21062707901001
70,33,63,0.1,15,75,3,13848.0,8.958466053009033
30,28,67,0.2,15,80,15,17489.0,8.88160514831543
30,27,71,0.6000000000000001,10,85,4,16662.0,9.028141021728516
30,40,71,0.2,20,80,11,-14586.0,9.122704982757568
65,25,61,0.5,10,90,12,11360.0,9.096524000167847
50,39,75,0.30000000000000004,20,75,16,-3635.0,9.00423789024353
55,33,64,0.30000000000000004,10,75,17,32428.0,9.088740110397339
60,29,63,0.4,20,85,19,17176.0,9.093258380889893
50,31,60,0.2,20,80,9,28954.0,9.248623847961426
50,40,73,0.4,10,80,14,-3925.0,9.38660192489624
60,34,62,0.5,20,75,19,35796.0,9.49907398223877
60,32,62,0.2,15,80,18,31984.0,9.490494966506958
40,31,74,0.4,15,85,2,-3978.0,9.281905889511108
45,30,65,0.6000000000000001,20,75,4,19082.0,9.33685302734375
45,39,65,0.30000000000000004,15,90,13,-285.0,9.377984046936035
55,27,67,0.1,10,75,16,3787.0,9.182622909545898
60,26,72,0.4,15,80,16,11225.0,9.1028311252594
70,29,62,0.2,15,80,19,13981.0,9.36362600326538
35,39,67,0.6000000000000001,15,90,6,-8052.0,8.839119672775269
45,36,64,0.4,20,90,14,7360.0,9.095087766647339
65,30,69,0.1,15,75,7,2754.0,9.067832946777344
65,36,60,0.1,20,90,9,38076.0,9.11123275756836
30,34,60,0.30000000000000004,15,80,17,-11126.0,8.929799318313599
70,36,71,0.6000000000000001,20,85,7,-5077.0,9.009087324142456
30,34,75,0.6000000000000001,10,85,11,-504.0,9.064443826675415
55,29,75,0.4,20,90,8,-5531.0,9.043909788131714
30,33,71,0.6000000000000001,15,75,6,8977.0,9.063493967056274
65,29,74,0.6000000000000001,10,90,14,5512.0,8.867183208465576
45,38,66,0.30000000000000004,10,80,2,5838.0,8.846843242645264
55,29,60,0.30000000000000004,15,90,9,25152.0,8.894366979598999
70,28,68,0.2,10,75,8,9676.0,8.676381826400757
55,31,70,0.5,10,75,3,2426.0,8.89646601676941
50,38,74,0.5,10,75,3,-3121.0,9.117998838424683
30,26,65,0.4,20,90,4,20280.0,9.029060125350952
30,36,72,0.4,20,75,9,-1362.0,8.957572937011719
30,32,74,0.5,10,90,16,4460.0,8.776457071304321
50,32,71,0.2,10,80,4,7806.0,8.926653861999512
40,39,61,0.2,15,75,11,-14432.0,9.08164095878601
70,40,72,0.30000000000000004,10,80,4,-6533.0,9.053998231887817
30,34,60,0.4,10,80,5,-13822.0,9.208401203155518
55,32,69,0.2,10,80,5,12798.0,9.105491161346436
50,36,60,0.5,20,85,8,25288.0,9.05939507484436
50,28,62,0.5,10,75,14,22244.0,8.912996768951416
65,36,75,0.30000000000000004,20,75,18,-2813.0,9.081443071365356
40,28,65,0.4,10,85,4,24742.0,9.00425672531128
55,29,60,0.5,20,85,14,24368.0,9.07355284690857
40,28,70,0.4,20,85,10,8124.0,9.149397850036621
50,39,68,0.30000000000000004,10,75,12,5078.0,9.401215076446533
65,36,60,0.2,10,80,3,37069.0,9.850586891174316
55,34,74,0.6000000000000001,15,85,7,2309.0,9.523271322250366
40,25,65,0.4,20,90,18,18840.0,9.64995789527893
45,25,75,0.4,10,90,17,4901.0,9.749996900558472
70,28,74,0.5,20,80,10,5078.0,9.502563238143921
45,28,72,0.6000000000000001,10,80,4,6021.0,9.534502983093262
65,30,69,0.4,15,85,13,-24.0,9.647915124893188
40,26,72,0.6000000000000001,15,75,5,-3475.0,9.48307466506958
50,32,63,0.2,15,80,10,24493.0,9.267611265182495
65,32,71,0.2,15,75,10,-2111.0,8.982805013656616
50,38,65,0.5,10,85,15,15162.0,8.83015489578247
45,27,66,0.30000000000000004,10,90,10,15690.0,8.829755783081055
35,25,66,0.5,10,85,4,22436.0,8.787887811660767
55,25,63,0.5,10,85,13,9701.0,8.868792057037354
65,40,72,0.5,15,80,9,-4234.0,8.83299994468689
30,25,68,0.2,15,75,17,18727.0,8.719429969787598
65,27,68,0.5,15,90,3,11259.0,8.70016622543335
50,39,70,0.4,20,80,19,5594.0,8.657311916351318
30,26,61,0.5,15,80,18,16344.0,8.694288730621338
70,37,61,0.4,20,80,10,27118.0,8.878967046737671
60,29,61,0.6000000000000001,10,85,14,18008.0,8.731966972351074
55,29,66,0.2,20,80,16,9402.0,8.793476104736328
65,33,60,0.30000000000000004,15,75,6,31914.0,8.963749170303345
45,37,69,0.30000000000000004,15,80,19,4166.0,8.897799968719482
65,40,60,0.5,15,90,10,23370.0,8.55248498916626
45,34,60,0.5,10,80,18,17274.0,8.749958992004395
35,39,74,0.6000000000000001,10,90,19,-5484.0,8.60962200164795
30,33,63,0.2,15,90,15,-1913.0,8.577033042907715
35,39,67,0.2,15,80,18,-8247.0,8.76273798942566
30,25,73,0.4,15,80,4,11786.0,8.651236057281494
65,32,73,0.30000000000000004,15,80,5,-3419.0,8.709874868392944
50,29,72,0.6000000000000001,20,85,14,2122.0,8.592328786849976
40,25,65,0.4,20,90,14,19094.0,8.696542263031006
70,37,75,0.4,10,85,13,-4436.0,8.681296825408936
50,32,75,0.5,15,90,5,2867.0,8.663333177566528
35,30,72,0.4,20,90,11,10140.0,8.594602108001709
40,25,67,0.30000000000000004,20,75,2,15156.0,8.608960628509521
70,40,72,0.6000000000000001,10,75,14,-5868.0,8.722684860229492
40,34,74,0.1,15,90,11,-1762.0,8.554404258728027
40,31,68,0.30000000000000004,15,80,7,10085.0,8.580875158309937
55,25,73,0.30000000000000004,15,85,14,7370.0,8.645346879959106
35,40,68,0.2,10,90,9,-10535.0,8.628153085708618
50,28,69,0.1,20,80,9,9450.0,8.521204233169556
65,25,60,0.5,10,75,3,10780.0,8.615856170654297
40,35,66,0.5,15,85,18,9511.0,8.505451917648315
50,31,63,0.30000000000000004,15,85,13,26182.0,8.71622896194458
60,33,67,0.6000000000000001,15,90,19,15998.0,8.63909101486206
70,26,65,0.30000000000000004,15,80,12,13324.0,8.703611850738525
55,30,65,0.5,15,85,7,21140.0,8.602328062057495
50,31,62,0.5,20,90,15,27006.0,8.552230834960938
40,38,60,0.2,15,80,6,-12890.0,8.796528816223145
40,40,71,0.2,10,85,6,-2011.0,8.697996854782104
30,38,69,0.1,15,75,8,-7139.0,8.72333312034607
35,30,64,0.30000000000000004,20,75,2,19244.0,8.790674924850464
65,30,74,0.1,20,75,3,2802.0,8.801060199737549
65,33,65,0.1,15,75,16,19941.0,9.037906885147095
60,34,66,0.4,10,85,6,22077.0,8.928239107131958
35,38,68,0.1,10,85,19,-4922.0,8.960451126098633
65,28,68,0.30000000000000004,20,85,13,11517.0,8.91989803314209
50,31,72,0.30000000000000004,10,80,3,4982.0,9.035146951675415
55,26,70,0.5,10,85,11,8600.0,8.892064094543457
45,38,74,0.6000000000000001,15,90,19,-1496.0,8.854671955108643
55,26,75,0.1,10,75,3,8030.0,8.869314908981323
45,37,66,0.1,15,85,13,11416.0,8.830418109893799
45,37,74,0.2,15,90,3,-1029.0,8.66630506515503
70,36,65,0.2,15,80,13,15995.0,8.870674133300781
45,34,60,0.4,20,75,15,19072.0,8.662760019302368
65,29,71,0.1,20,90,15,7688.0,8.53251028060913
45,34,65,0.4,20,80,11,17023.0,8.594563722610474
55,28,72,0.6000000000000001,20,80,14,-3490.0,8.606100082397461
55,38,71,0.5,10,85,13,3568.0,8.555259943008423
35,27,65,0.2,15,75,12,24502.0,8.534677028656006
55,37,61,0.2,15,90,5,28494.0,8.50697112083435
70,34,66,0.4,10,90,7,5252.0,8.60094404220581
55,28,60,0.5,10,80,8,19455.0,8.46687364578247
55,28,63,0.30000000000000004,15,75,8,17232.0,8.651412963867188
35,39,75,0.1,15,90,11,-6461.0,8.685334920883179
55,39,70,0.2,20,85,2,4265.0,8.661941051483154
60,35,72,0.30000000000000004,10,90,19,719.0,8.786088943481445
30,34,67,0.4,15,75,6,410.0,8.73450493812561
40,40,71,0.30000000000000004,15,80,11,-3057.0,8.784419059753418
55,34,66,0.4,10,80,15,16080.0,8.987554788589478
55,39,60,0.5,20,75,8,23452.0,8.94728708267212
70,33,68,0.6000000000000001,10,90,8,-1982.0,9.042342901229858
70,31,61,0.2,15,75,13,19369.0,9.10250186920166
70,30,68,0.1,10,80,8,4702.0,8.98160982131958
60,30,69,0.30000000000000004,10,75,3,-1058.0,9.016983032226562
65,31,74,0.2,15,90,18,-3190.0,8.877768993377686
50,35,73,0.6000000000000001,10,75,14,-384.0,8.944889783859253
45,33,74,0.1,15,75,10,2738.0,8.883496761322021
50,28,61,0.6000000000000001,15,80,6,21943.0,8.500345230102539
45,40,73,0.2,20,75,12,-2258.0,8.653888702392578
65,31,62,0.30000000000000004,10,80,9,21333.0,8.662477016448975
30,34,68,0.6000000000000001,10,75,6,1516.0,8.669965028762817
45,27,69,0.4,20,75,17,5046.0,8.581949234008789
50,26,69,0.30000000000000004,20,90,18,6564.0,8.737089157104492
35,29,66,0.1,20,80,13,25084.0,8.5661940574646
65,34,63,0.1,20,75,15,24138.0,8.572057962417603
55,30,70,0.6000000000000001,10,85,14,-1537.0,8.391616106033325
60,37,66,0.2,15,90,2,18222.0,8.507353067398071
55,37,71,0.5,15,75,6,5670.0,8.479340076446533
50,29,65,0.1,20,80,19,19942.0,8.517831325531006
35,26,66,0.2,15,90,14,23222.0,8.471426010131836
40,26,64,0.6000000000000001,10,85,10,19502.0,8.553725004196167
55,40,73,0.30000000000000004,10,85,15,-3202.0,8.615190744400024
60,29,68,0.2,10,85,6,3218.0,8.577218770980835
55,37,62,0.1,10,80,3,30550.0,8.548504114151001
65,38,74,0.30000000000000004,10,90,6,-4222.0,8.491620063781738
35,32,61,0.6000000000000001,10,90,18,13832.0,8.64953088760376
35,35,65,0.4,20,85,10,1599.0,8.72545576095581
30,37,74,0.2,10,85,14,-1888.0,8.683655261993408
30,27,61,0.30000000000000004,20,80,4,12242.0,8.73711895942688
65,26,60,0.1,20,75,17,10917.0,8.842225074768066
65,25,72,0.30000000000000004,15,85,15,9059.0,8.589542865753174
60,27,64,0.6000000000000001,15,85,17,12749.0,8.930888891220093
40,28,73,0.5,15,75,14,-1062.0,8.973079204559326
65,28,61,0.5,15,75,14,13564.0,9.184369087219238
55,26,60,0.1,10,75,2,12318.0,8.933150053024292
40,29,68,0.2,15,90,15,11010.0,9.042760848999023
70,38,64,0.6000000000000001,10,85,9,21703.0,9.133884906768799
30,39,67,0.4,10,90,4,-17819.0,8.945194959640503
35,38,62,0.30000000000000004,20,75,3,-16505.0,8.940629005432129
65,40,63,0.4,15,90,5,20430.0,8.98461389541626
30,37,62,0.5,20,90,6,-26850.0,8.812564134597778
70,28,64,0.5,10,85,9,11864.0,8.627230882644653
40,31,61,0.30000000000000004,20,90,11,14790.0,8.757994890213013
55,35,73,0.5,15,85,12,1028.0,8.490300178527832
35,35,62,0.2,20,85,4,3321.0,8.49629807472229
35,25,62,0.1,20,75,16,19516.0,8.644824981689453
40,28,68,0.2,10,85,18,11095.0,8.606033086776733
55,30,74,0.6000000000000001,10,75,14,-5736.0,8.416530847549438
40,35,75,0.2,10,90,6,-834.0,8.581762075424194
55,26,72,0.30000000000000004,15,85,13,3210.0,8.614477157592773
55,35,64,0.30000000000000004,20,90,13,32372.0,8.825563192367554
65,39,68,0.30000000000000004,10,90,4,4635.0,8.77384090423584
50,36,67,0.4,10,90,16,14646.0,8.757437229156494
40,36,67,0.2,15,90,19,5717.0,8.82465672492981
35,37,65,0.30000000000000004,15,90,9,-9324.0,8.759583950042725
70,32,75,0.5,20,75,5,-2025.0,8.651473999023438
55,26,64,0.6000000000000001,10,80,2,12368.0,8.746880054473877
40,27,60,0.2,10,75,11,20354.0,8.69128704071045
60,34,64,0.6000000000000001,20,90,18,31736.0,8.413912057876587
35,28,66,0.1,15,80,4,25940.0,8.459531784057617
70,35,61,0.4,10,80,16,31474.0,8.587512969970703
35,37,75,0.4,15,75,3,-4608.0,8.540634870529175
70,33,74,0.2,15,80,6,-4096.0,8.542798042297363
50,35,74,0.1,15,75,13,-21.0,8.450041055679321
70,31,65,0.5,20,80,17,12783.0,8.544220209121704
55,40,68,0.1,20,85,19,6683.0,8.698291301727295
65,35,65,0.6000000000000001,10,90,6,23926.0,8.604557037353516
70,39,74,0.6000000000000001,10,85,15,-6235.0,8.51625919342041
60,40,71,0.4,15,90,8,-1770.0,8.510127067565918
65,30,61,0.4,20,90,13,17745.0,8.650964975357056
50,36,65,0.4,10,90,5,27557.0,8.651933193206787
35,33,69,0.2,20,90,17,16925.0,8.56487512588501
65,39,66,0.5,15,75,16,9782.0,8.494134902954102
50,35,74,0.4,20,75,17,-413.0,8.65364384651184
55,30,67,0.2,15,90,17,11062.0,8.36285400390625
70,32,64,0.4,20,75,12,11996.0,8.561368942260742
70,35,64,0.4,10,75,17,18423.0,8.773496866226196
30,25,64,0.30000000000000004,10,75,15,19446.0,8.64982295036316
30,35,69,0.6000000000000001,15,80,13,1077.0,8.643605947494507
40,26,70,0.5,20,75,3,2242.0,8.641088962554932
35,35,62,0.4,10,75,6,2413.0,8.717046976089478
35,29,72,0.30000000000000004,20,75,16,7838.0,8.70233702659607
60,26,70,0.30000000000000004,10,85,18,6708.0,8.596839189529419
40,35,64,0.4,20,75,9,6518.0,8.584755897521973
50,35,61,0.30000000000000004,10,80,17,23212.0,8.696087837219238
50,30,64,0.30000000000000004,15,90,3,24175.0,8.811729192733765
45,39,69,0.4,15,80,15,1325.0,8.730008840560913
70,36,67,0.2,15,85,4,-632.0,8.840172052383423
45,38,62,0.30000000000000004,20,85,6,-2624.0,8.919847965240479
45,29,69,0.1,10,80,10,12548.0,8.763083696365356
65,37,69,0.6000000000000001,10,90,19,794.0,8.792202949523926
60,38,74,0.30000000000000004,10,75,4,-2765.0,8.813027143478394
